,Altimeter,AltimeterFlag,Date,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,HourlyPrecip,HourlyPrecipFlag,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,SeaLevelPressure,SeaLevelPressureFlag,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,Time,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag
8479,29.77,,20130312.0,10.0, ,50.0, ,11.1, ,52.0, ,0.12, , , , , ,AA, ,93.0, ,29.77, ,FEW011 BKN015 OVC036, ,29.74, ,11.0,1854.0, , ,4.0, ,14739.0,RA BR, ,10.5, ,51.0, ,170.0, ,21.0, 
8480,29.75,,20130312.0,10.0, ,50.0, ,11.0, ,52.0, , , , , , , ,SP, ,93.0, ,M, ,BKN013 OVC034, ,29.72, ,11.0,1926.0,33.0, ,4.0, ,14739.0,-RA BR, ,10.5, ,51.0, ,160.0, ,21.0, 
8481,29.74,,20130312.0,9.0, ,48.0, ,10.0, ,50.0, , , , , , , ,SP, ,93.0, ,M, ,SCT013 BKN028 OVC037, ,29.71, ,11.0,1947.0, , ,4.0, ,14739.0,-RA BR, ,9.4, ,49.0, ,170.0, ,21.0, 
8482,29.75,,20130312.0,10.0, ,50.0, ,10.6, ,51.0, ,0.09, , , , , ,AA, ,96.0, ,29.75, ,SCT011 SCT016 OVC026, ,29.72, ,11.0,1954.0, , ,4.0, ,14739.0,-RA BR, ,10.2, ,50.0, ,170.0, ,21.0, 
8483,29.75,,20130312.0,11.0, ,52.0, ,11.0, ,52.0, , , , , , , ,SP, ,100.0, ,M, ,BKN010 OVC015, ,29.72, ,11.0,2014.0, , ,4.0, ,14739.0,-RA BR, ,11.1, ,52.0, ,190.0, ,16.0, 
8484,29.75,,20130312.0,11.0, ,52.0, ,11.0, ,52.0, , , , , , , ,SP, ,100.0, ,M, ,SCT010 OVC015, ,29.72, ,11.0,2036.0, , ,5.0, ,14739.0,-RA BR, ,11.1, ,52.0, ,190.0, ,13.0, 
8485,29.75,,20130312.0,10.6, ,51.0, ,11.1, ,52.0, ,0.04, , , , , ,AA, ,96.0, ,29.75, ,SCT010 OVC015, ,29.72, ,11.0,2054.0, , ,9.0, ,14739.0,-RA, ,10.8, ,51.0, ,190.0, ,14.0, 
8486,29.74,,20130312.0,10.0, ,50.0, ,11.0, ,52.0, , , , , , , ,SP, ,93.0, ,M, ,OVC011, ,29.71, ,11.0,2152.0, , ,10.0, ,14739.0,-DZ, ,10.5, ,51.0, ,190.0, ,15.0, 
8487,29.75,,20130312.0,10.0, ,50.0, ,10.6, ,51.0, ,  T, , , , , ,AA, ,96.0, ,29.74, ,OVC011, ,29.72, ,11.0,2154.0, , ,10.0, ,14739.0,-DZ, ,10.2, ,50.0, ,200.0, ,16.0, 
8488,29.75,,20130312.0,10.0, ,50.0, ,11.0, ,52.0, , , , , , , ,SP, ,93.0, ,M, ,OVC009, ,29.72, ,11.0,2216.0,21.0, ,10.0, ,14739.0,-DZ, ,10.5, ,51.0, ,210.0, ,11.0, 
8489,29.74,,20130312.0,10.0, ,50.0, ,10.0, ,50.0, ,  T, , , , , ,AA, ,100.0, ,29.74, ,OVC007, ,29.71, ,11.0,2254.0, , ,10.0, ,14739.0,-DZ, ,10.0, ,50.0, ,210.0, ,9.0, 
8490,29.74,,20130312.0,10.0, ,50.0, ,10.0, ,50.0, , , , , , , ,SP, ,100.0, ,M, ,SCT007 BKN013 OVC018, ,29.71, ,11.0,2352.0, , ,8.0, ,14739.0,-DZ, ,10.0, ,50.0, ,240.0, ,6.0, 
8491,29.74,,20130312.0,10.0, ,50.0, ,10.0, ,50.0, ,  T, , , , , ,AA, ,100.0, ,29.74, ,SCT007 BKN013 OVC018, ,29.71, ,11.0,2354.0, , ,9.0, ,14739.0,-DZ, ,10.0, ,50.0, ,240.0, ,7.0, 
8492,29.73,,20130313.0,9.0, ,48.0, ,10.0, ,50.0, , , , , , , ,SP, ,93.0, ,M, ,FEW013 BKN022, ,29.7, ,11.0,37.0, , ,10.0, ,14739.0, , ,9.4, ,49.0, ,290.0, ,11.0, 
8493,29.74,,20130313.0,6.7, ,44.0, ,8.9, ,48.0, ,  T, , , , , ,AA, ,86.0, ,29.73, ,FEW013 BKN022, ,29.71, ,11.0,54.0,25.0, ,10.0, ,14739.0, , ,7.8, ,46.0, ,290.0, ,18.0, 
8494,29.76,,20130313.0,5.0, ,41.0, ,7.2, ,45.0, , , , , , , ,AA, ,86.0, ,29.75, ,FEW013 BKN024 BKN100, ,29.73, ,11.0,154.0, , ,10.0, ,14739.0, , ,6.1, ,43.0, ,290.0, ,13.0, 
8495,29.76,,20130313.0,5.0, ,41.0, ,7.0, ,45.0, , , , , , , ,SP, ,86.0, ,M, ,OVC045, ,29.73, ,11.0,201.0, , ,10.0, ,14739.0, , ,6.1, ,43.0, ,290.0, ,11.0, 
8496,29.74,,20130313.0,3.3, ,38.0, ,6.7, ,44.0, , , , , , , ,AA, ,80.0, ,29.74, ,FEW049 SCT100, ,29.71, ,11.0,254.0, , ,10.0, ,14739.0, , ,5.1, ,41.0, ,300.0, ,15.0, 
8497,29.76,,20130313.0,1.7, ,35.0, ,6.1, ,43.0, , , , , , , ,AA, ,73.0, ,29.76, ,OVC060, ,29.73, ,11.0,354.0, , ,10.0, ,14739.0, , ,4.1, ,40.0, ,310.0, ,11.0, 
8498,29.77,,20130313.0,0.6, ,33.0, ,5.0, ,41.0, , , , , , , ,AA, ,73.0, ,29.76, ,FEW055, ,29.74, ,11.0,454.0,23.0, ,10.0, ,14739.0, , ,3.1, ,38.0, ,300.0, ,16.0, 
8499,29.76,,20130313.0,0.0, ,32.0, ,4.4, ,40.0, , , , , , , ,AA, ,73.0, ,29.76, ,FEW048, ,29.73, ,11.0,554.0, , ,10.0, ,14739.0, , ,2.6, ,37.0, ,290.0, ,14.0, 
8500,29.77,,20130313.0,-1.1, ,30.0, ,4.4, ,40.0, , , , , , , ,AA, ,68.0, ,29.77, ,FEW050 BKN250, ,29.74, ,11.0,654.0, , ,10.0, ,14739.0, , ,2.2, ,36.0, ,290.0, ,13.0, 
8501,29.77,,20130313.0,-0.6, ,31.0, ,5.6, ,42.0, , , , , , , ,AA, ,65.0, ,29.76, ,FEW050 BKN250, ,29.74, ,11.0,754.0, , ,10.0, ,14739.0, , ,3.0, ,37.0, ,290.0, ,10.0, 
8502,29.76,,20130313.0,0.0, ,32.0, ,6.1, ,43.0, , , , , , , ,AA, ,65.0, ,29.75, ,FEW200 BKN250, ,29.73, ,11.0,854.0, , ,10.0, ,14739.0, , ,3.5, ,38.0, ,290.0, ,11.0, 
8503,29.75,,20130313.0,0.0, ,32.0, ,7.2, ,45.0, , , , , , , ,AA, ,60.0, ,29.74, ,SCT200 BKN250, ,29.72, ,11.0,954.0, , ,10.0, ,14739.0, , ,4.1, ,39.0, ,300.0, ,13.0, 
8504,29.74,,20130313.0,0.0, ,32.0, ,8.9, ,48.0, , , , , , , ,AA, ,54.0, ,29.74, ,FEW045 SCT200 BKN250, ,29.71, ,11.0,1054.0, , ,10.0, ,14739.0, , ,5.0, ,41.0, ,290.0, ,11.0, 
8505,29.74,,20130313.0,0.0, ,32.0, ,9.4, ,49.0, , , , , , , ,AA, ,52.0, ,29.73, ,FEW045 SCT200 BKN250, ,29.71, ,11.0,1154.0, , ,10.0, ,14739.0, , ,5.3, ,42.0, ,270.0, ,8.0, 
8506,29.72,,20130313.0,-1.1, ,30.0, ,10.0, ,50.0, , , , , , , ,AA, ,46.0, ,29.72, ,FEW050 SCT200, ,29.69, ,11.0,1254.0, , ,10.0, ,14739.0, , ,5.2, ,41.0, ,280.0, ,15.0, 
8507,29.71,,20130313.0,-1.7, ,29.0, ,10.6, ,51.0, , , , , , , ,AA, ,43.0, ,29.7, ,FEW050 SCT200, ,29.68, ,11.0,1354.0,21.0, ,10.0, ,14739.0, , ,5.3, ,42.0, ,280.0, ,10.0, 
8508,29.7,,20130313.0,-2.8, ,27.0, ,10.6, ,51.0, , , , , , , ,AA, ,39.0, ,29.7, ,FEW060 SCT200, ,29.67, ,11.0,1454.0,22.0, ,10.0, ,14739.0, , ,4.9, ,41.0, ,270.0, ,16.0, 
8509,29.7,,20130313.0,-5.6, ,22.0, ,10.0, ,50.0, , , , , , , ,AA, ,33.0, ,29.7, ,FEW060 SCT200, ,29.67, ,11.0,1554.0,20.0, ,10.0, ,14739.0, , ,3.8, ,39.0, ,290.0, ,14.0, 
8510,29.71,,20130313.0,-7.2, ,19.0, ,9.4, ,49.0, , , , , , , ,AA, ,30.0, ,29.71, ,FEW060, ,29.68, ,11.0,1654.0,23.0, ,10.0, ,14739.0, , ,3.1, ,38.0, ,300.0, ,15.0, 
8511,29.74,,20130313.0,-7.2, ,19.0, ,8.3, ,47.0, , , , , , , ,AA, ,33.0, ,29.73, ,FEW060, ,29.71, ,11.0,1754.0,23.0, ,10.0, ,14739.0, , ,2.5, ,37.0, ,290.0, ,14.0, 
8512,29.76,,20130313.0,-7.2, ,19.0, ,7.2, ,45.0, , , , , , , ,AA, ,35.0, ,29.76, ,CLR, ,29.73, ,11.0,1854.0, , ,10.0, ,14739.0, , ,1.8, ,35.0, ,290.0, ,10.0, 
8513,29.78,,20130313.0,-7.8, ,18.0, ,6.1, ,43.0, , , , , , , ,AA, ,37.0, ,29.78, ,CLR, ,29.75, ,11.0,1954.0, , ,10.0, ,14739.0, , ,1.1, ,34.0, ,280.0, ,11.0, 
8514,29.79,,20130313.0,-7.8, ,18.0, ,5.6, ,42.0, , , , , , , ,AA, ,38.0, ,29.78, ,CLR, ,29.76, ,11.0,2054.0, , ,10.0, ,14739.0, , ,0.7, ,33.0, ,280.0, ,10.0, 
8515,29.78,,20130313.0,-7.8, ,18.0, ,5.0, ,41.0, , , , , , , ,AA, ,40.0, ,29.78, ,CLR, ,29.75, ,11.0,2154.0, , ,10.0, ,14739.0, , ,0.4, ,33.0, ,290.0, ,8.0, 
8516,29.77,,20130313.0,-7.8, ,18.0, ,4.4, ,40.0, , , , , , , ,AA, ,41.0, ,29.77, ,FEW060, ,29.74, ,11.0,2254.0, , ,10.0, ,14739.0, , ,0.1, ,32.0, ,280.0, ,9.0, 
8517,29.77,,20130313.0,-7.2, ,19.0, ,3.9, ,39.0, , , , , , , ,AA, ,45.0, ,29.77, ,FEW060, ,29.74, ,11.0,2354.0, , ,10.0, ,14739.0, , ,-0.0, ,32.0, ,290.0, ,15.0, 
8518,29.77,,20130314.0,-7.2, ,19.0, ,3.3, ,38.0, , , , , , , ,AA, ,46.0, ,29.77, ,FEW060, ,29.74, ,11.0,54.0, , ,10.0, ,14739.0, , ,-0.3, ,31.0, ,290.0, ,10.0, 
8519,29.77,,20130314.0,-6.1, ,21.0, ,2.8, ,37.0, , , , , , , ,AA, ,52.0, ,29.77, ,FEW070, ,29.74, ,11.0,154.0,24.0, ,10.0, ,14739.0, , ,-0.4, ,31.0, ,280.0, ,15.0, 
8520,29.76,,20130314.0,-5.6, ,22.0, ,2.2, ,36.0, , , , , , , ,AA, ,57.0, ,29.75, ,OVC070, ,29.73, ,11.0,254.0,20.0, ,10.0, ,14739.0, , ,-0.5, ,31.0, ,290.0, ,11.0, 
8521,29.75,,20130314.0,-6.1, ,21.0, ,1.7, ,35.0, , , , , , , ,AA, ,57.0, ,29.75, ,SCT060, ,29.72, ,11.0,354.0, , ,10.0, ,14739.0, , ,-1.0, ,30.0, ,290.0, ,14.0, 
8522,29.77,,20130314.0,-6.7, ,20.0, ,1.7, ,35.0, , , , , , , ,AA, ,54.0, ,29.76, ,CLR, ,29.74, ,11.0,454.0, , ,10.0, ,14739.0, , ,-1.2, ,30.0, ,280.0, ,13.0, 
8523,29.78,,20130314.0,-7.8, ,18.0, ,1.1, ,34.0, , , , , , , ,AA, ,52.0, ,29.77, ,BKN080, ,29.75, ,11.0,554.0,21.0, ,10.0, ,14739.0, , ,-1.8, ,29.0, ,290.0, ,15.0, 
8524,29.78,,20130314.0,-8.9, ,16.0, ,0.6, ,33.0, , , , , , , ,AA, ,50.0, ,29.77, ,FEW065 BKN085, ,29.75, ,11.0,654.0, , ,10.0, ,14739.0, , ,-2.5, ,27.0, ,280.0, ,11.0, 
8525,29.78,,20130314.0,-9.4, ,15.0, ,0.6, ,33.0, , , , , , , ,AA, ,48.0, ,29.78, ,FEW065 BKN090, ,29.75, ,11.0,754.0,23.0, ,10.0, ,14739.0, , ,-2.6, ,27.0, ,270.0, ,17.0, 
8526,29.78,,20130314.0,-10.0, ,14.0, ,1.1, ,34.0, , , , , , , ,AA, ,44.0, ,29.78, ,OVC060, ,29.75, ,11.0,854.0,23.0, ,10.0, ,14739.0, , ,-2.4, ,28.0, ,290.0, ,16.0, 
8527,29.77,,20130314.0,-10.6, ,13.0, ,1.1, ,34.0, , , , , , , ,AA, ,42.0, ,29.77, ,SCT070 BKN085, ,29.74, ,11.0,954.0,21.0, ,10.0, ,14739.0, , ,-2.5, ,27.0, ,290.0, ,14.0, 
8528,29.75,,20130314.0,-10.6, ,13.0, ,1.7, ,35.0, , , , , , , ,AA, ,40.0, ,29.75, ,SCT080, ,29.72, ,11.0,1054.0,22.0, ,10.0, ,14739.0, , ,-2.2, ,28.0, ,280.0, ,16.0, 
8529,29.73,,20130314.0,-11.1, ,12.0, ,2.2, ,36.0, , , , , , , ,AA, ,37.0, ,29.73, ,OVC060, ,29.7, ,11.0,1154.0,23.0, ,10.0, ,14739.0, , ,-2.0, ,28.0, ,260.0, ,18.0, 
8530,29.72,,20130314.0,-11.7, ,11.0, ,1.1, ,34.0, , , , , , , ,AA, ,38.0, ,29.71, ,BKN065, ,29.69, ,11.0,1254.0,25.0, ,10.0, ,14739.0, , ,-2.8, ,27.0, ,270.0, ,20.0, 
8531,29.71,,20130314.0,-11.7, ,11.0, ,1.1, ,34.0, , , , , , , ,AA, ,38.0, ,29.71, ,SCT055 BKN080, ,29.68, ,11.0,1354.0,25.0, ,10.0, ,14739.0, , ,-2.8, ,27.0, ,300.0, ,17.0, 
8532,29.72,,20130314.0,-11.7, ,11.0, ,1.1, ,34.0, , , , , , , ,AA, ,38.0, ,29.71, ,SCT055 BKN080, ,29.69, ,11.0,1454.0,29.0, ,10.0, ,14739.0, , ,-2.8, ,27.0, ,280.0, ,22.0, 
8533,29.72,,20130314.0,-12.2, ,10.0, ,0.6, ,33.0, , , , , , , ,AA, ,38.0, ,29.72, ,BKN060, ,29.69, ,11.0,1554.0,29.0, ,10.0, ,14739.0, , ,-3.3, ,26.0, ,280.0, ,18.0, 
8534,29.74,,20130314.0,-12.2, ,10.0, ,0.0, ,32.0, , , , , , , ,AA, ,40.0, ,29.73, ,BKN055 BKN065, ,29.71, ,11.0,1654.0,26.0, ,10.0, ,14739.0, , ,-3.6, ,25.0, ,270.0, ,18.0, 
8535,29.77,,20130314.0,-12.2, ,10.0, ,-1.1, ,30.0, , , , , , , ,AA, ,43.0, ,29.76, ,SCT045 SCT160, ,29.74, ,11.0,1754.0,30.0, ,10.0, ,14739.0, , ,-4.3, ,24.0, ,300.0, ,21.0, 
8536,29.79,,20130314.0,-13.3, ,8.0, ,-2.2, ,28.0, , , , , , , ,AA, ,43.0, ,29.78, ,SCT047, ,29.76, ,11.0,1854.0,32.0, ,10.0, ,14739.0, , ,-5.3, ,22.0, ,300.0, ,20.0, 
8537,29.81,,20130314.0,-13.9, ,7.0, ,-2.2, ,28.0, , , , , , , ,AA, ,41.0, ,29.81, ,FEW047, ,29.78, ,11.0,1954.0,30.0, ,10.0, ,14739.0, , ,-5.4, ,22.0, ,290.0, ,23.0, 
8538,29.83,,20130314.0,-15.0, ,5.0, ,-3.3, ,26.0, , , , , , , ,AA, ,40.0, ,29.83, ,BKN095, ,29.8, ,11.0,2054.0,25.0, ,10.0, ,14739.0, , ,-6.4, ,20.0, ,310.0, ,17.0, 
8539,29.83,,20130314.0,-15.0, ,5.0, ,-3.9, ,25.0, , , , , , , ,AA, ,42.0, ,29.83, ,FEW050, ,29.8, ,11.0,2154.0,26.0, ,10.0, ,14739.0, , ,-6.7, ,20.0, ,320.0, ,22.0, 
8540,29.84,,20130314.0,-14.4, ,6.0, ,-4.4, ,24.0, , , , , , , ,AA, ,46.0, ,29.84, ,SCT095, ,29.81, ,11.0,2254.0,22.0, ,10.0, ,14739.0, , ,-7.0, ,19.0, ,300.0, ,11.0, 
8541,29.84,,20130314.0,-14.4, ,6.0, ,-5.0, ,23.0, , , , , , , ,AA, ,48.0, ,29.83, ,FEW090, ,29.81, ,11.0,2354.0,24.0, ,10.0, ,14739.0, , ,-7.4, ,19.0, ,290.0, ,20.0, 
8542,29.85,,20130315.0,-14.4, ,6.0, ,-5.0, ,23.0, , , , , , , ,AA, ,48.0, ,29.84, ,SCT050, ,29.82, ,11.0,54.0,26.0, ,10.0, ,14739.0, , ,-7.4, ,19.0, ,310.0, ,16.0, 
8543,29.84,,20130315.0,-14.4, ,6.0, ,-5.0, ,23.0, , , , , , , ,AA, ,48.0, ,29.84, ,BKN048, ,29.81, ,11.0,154.0,31.0, ,10.0, ,14739.0, , ,-7.4, ,19.0, ,320.0, ,18.0, 
8544,29.84,,20130315.0,-14.4, ,6.0, ,-5.6, ,22.0, , , , , , , ,AA, ,50.0, ,29.84, ,SCT039, ,29.81, ,11.0,254.0,25.0, ,10.0, ,14739.0, , ,-7.8, ,18.0, ,310.0, ,15.0, 
8545,29.84,,20130315.0,-16.1, ,3.0, ,-5.6, ,22.0, , , , , , , ,AA, ,44.0, ,29.84, ,CLR, ,29.81, ,11.0,354.0,34.0, ,10.0, ,14739.0, , ,-8.1, ,17.0, ,320.0, ,18.0, 
8546,29.86,,20130315.0,-16.7, ,2.0, ,-6.1, ,21.0, , , , , , , ,AA, ,43.0, ,29.85, ,CLR, ,29.83, ,11.0,454.0,28.0, ,10.0, ,14739.0, , ,-8.6, ,16.0, ,320.0, ,15.0, 
8547,29.87,,20130315.0,-16.7, ,2.0, ,-6.1, ,21.0, , , , , , , ,AA, ,43.0, ,29.87, ,FEW050 SCT250, ,29.84, ,11.0,554.0,28.0, ,10.0, ,14739.0, , ,-8.6, ,16.0, ,300.0, ,17.0, 
8548,29.87,,20130315.0,-16.1, ,3.0, ,-6.1, ,21.0, , , , , , , ,AA, ,45.0, ,29.87, ,FEW050 SCT250, ,29.84, ,11.0,654.0,23.0, ,10.0, ,14739.0, , ,-8.5, ,17.0, ,300.0, ,16.0, 
8549,29.87,,20130315.0,-15.0, ,5.0, ,-4.4, ,24.0, , , , , , , ,AA, ,44.0, ,29.87, ,FEW050 SCT250, ,29.84, ,11.0,754.0,25.0, ,10.0, ,14739.0, , ,-7.1, ,19.0, ,290.0, ,16.0, 
8550,29.87,,20130315.0,-15.0, ,5.0, ,-3.9, ,25.0, , , , , , , ,AA, ,42.0, ,29.87, ,FEW120 BKN200, ,29.84, ,11.0,854.0,23.0, ,10.0, ,14739.0, , ,-6.7, ,20.0, ,300.0, ,16.0, 
8551,29.85,,20130315.0,-15.0, ,5.0, ,-2.2, ,28.0, , , , , , , ,AA, ,37.0, ,29.84, ,BKN200 BKN250, ,29.82, ,11.0,954.0, , ,10.0, ,14739.0, , ,-5.6, ,22.0, ,280.0, ,14.0, 
8552,29.83,,20130315.0,-15.0, ,5.0, ,-1.7, ,29.0, , , , , , , ,AA, ,36.0, ,29.82, ,SCT090 BKN200, ,29.8, ,11.0,1054.0,20.0, ,10.0, ,14739.0, , ,-5.2, ,22.0, ,280.0, ,13.0, 
8553,29.79,,20130315.0,-15.0, ,5.0, ,0.6, ,33.0, , , , , , , ,AA, ,30.0, ,29.78, ,FEW090 SCT200 BKN250, ,29.76, ,11.0,1154.0,23.0, ,10.0, ,14739.0, , ,-3.8, ,25.0, ,260.0, ,11.0, 
8554,29.74,,20130315.0,-14.4, ,6.0, ,2.8, ,37.0, , , , , , , ,AA, ,27.0, ,29.74, ,BKN090 BKN200 BKN250, ,29.71, ,11.0,1254.0,18.0, ,10.0, ,14739.0, , ,-2.3, ,28.0, ,240.0, ,13.0, 
8555,29.69,,20130315.0,-15.0, ,5.0, ,3.3, ,38.0, , , , , , , ,AA, ,25.0, ,29.69, ,BKN085 BKN180 BKN260, ,29.66, ,11.0,1354.0,21.0, ,10.0, ,14739.0, , ,-2.1, ,28.0, ,260.0, ,14.0, 
8556,29.68,,20130315.0,-12.8, ,9.0, ,4.4, ,40.0, , , , , , , ,AA, ,28.0, ,29.68, ,SCT070 BKN110 BKN180, ,29.65, ,11.0,1454.0,25.0, ,10.0, ,14739.0, , ,-1.0, ,30.0, ,240.0, ,18.0, 
8557,29.65,,20130315.0,-11.1, ,12.0, ,4.4, ,40.0, , , , , , , ,AA, ,32.0, ,29.65, ,FEW070 SCT180 BKN270, ,29.62, ,11.0,1554.0, , ,10.0, ,14739.0, , ,-0.6, ,31.0, ,230.0, ,14.0, 
8558,29.64,,20130315.0,-10.0, ,14.0, ,5.0, ,41.0, , , , , , , ,AA, ,33.0, ,29.63, ,FEW031 SCT070 SCT180, ,29.61, ,11.0,1654.0,25.0, ,10.0, ,14739.0, , ,-0.1, ,32.0, ,240.0, ,21.0, 
8559,29.65,,20130315.0,-5.6, ,22.0, ,3.9, ,39.0, , , , , , , ,AA, ,51.0, ,29.65, ,FEW040 BKN070 OVC180, ,29.62, ,11.0,1754.0, , ,10.0, ,14739.0, , ,0.4, ,33.0, ,250.0, ,17.0, 
8560,29.66,,20130315.0,-5.6, ,22.0, ,3.3, ,38.0, , , , , , , ,AA, ,53.0, ,29.65, ,FEW040 SCT055 OVC095, ,29.63, ,11.0,1854.0, , ,10.0, ,14739.0, , ,0.0, ,32.0, ,250.0, ,16.0, 
8561,29.67,,20130315.0,-5.0, ,23.0, ,3.3, ,38.0, , , , , , , ,AA, ,55.0, ,29.66, ,FEW032 BKN047 BKN060, ,29.64, ,11.0,1954.0,21.0, ,10.0, ,14739.0, , ,0.2, ,32.0, ,240.0, ,14.0, 
8562,29.66,,20130315.0,-3.9, ,25.0, ,2.8, ,37.0, , , , , , , ,AA, ,62.0, ,29.66, ,FEW035 SCT050, ,29.63, ,11.0,2054.0, , ,10.0, ,14739.0, , ,0.2, ,33.0, ,250.0, ,14.0, 
8563,29.67,,20130315.0,-3.9, ,25.0, ,2.8, ,37.0, , , , , , , ,AA, ,62.0, ,29.66, ,FEW035 SCT050, ,29.64, ,11.0,2154.0,20.0, ,10.0, ,14739.0, , ,0.2, ,33.0, ,270.0, ,14.0, 
8564,29.67,,20130315.0,-3.9, ,25.0, ,2.2, ,36.0, , , , , , , ,AA, ,64.0, ,29.67, ,FEW035 SCT055, ,29.64, ,11.0,2254.0, , ,10.0, ,14739.0, , ,-0.0, ,32.0, ,270.0, ,13.0, 
8565,29.69,,20130315.0,-5.0, ,23.0, ,2.2, ,36.0, , , , , , , ,AA, ,59.0, ,29.69, ,SCT037 SCT055, ,29.66, ,11.0,2354.0,21.0, ,10.0, ,14739.0, , ,-0.4, ,31.0, ,290.0, ,11.0, 
8566,29.72,,20130316.0,-6.7, ,20.0, ,1.7, ,35.0, , , , , , , ,AA, ,54.0, ,29.72, ,FEW039 SCT055 BKN075, ,29.69, ,11.0,54.0,23.0, ,10.0, ,14739.0, , ,-1.2, ,30.0, ,320.0, ,13.0, 
8567,29.74,,20130316.0,-8.3, ,17.0, ,0.6, ,33.0, , , , , , , ,AA, ,52.0, ,29.74, ,BKN070, ,29.71, ,11.0,154.0,21.0, ,10.0, ,14739.0, , ,-2.3, ,28.0, ,330.0, ,13.0, 
8568,29.76,,20130316.0,-9.4, ,15.0, ,0.0, ,32.0, , , , , , , ,AA, ,49.0, ,29.75, ,FEW035 SCT070, ,29.73, ,11.0,254.0, , ,10.0, ,14739.0, , ,-3.0, ,27.0, ,320.0, ,11.0, 
8569,29.78,,20130316.0,-8.9, ,16.0, ,-0.6, ,31.0, , , , , , , ,AA, ,54.0, ,29.78, ,FEW030 SCT070, ,29.75, ,11.0,354.0, , ,10.0, ,14739.0, , ,-3.2, ,26.0, ,320.0, ,8.0, 
8570,29.81,,20130316.0,-8.3, ,17.0, ,-0.6, ,31.0, , , , , , , ,AA, ,56.0, ,29.8, ,FEW030 SCT070, ,29.78, ,11.0,454.0, , ,10.0, ,14739.0, , ,-3.0, ,26.0, ,300.0, ,7.0, 
8571,29.83,,20130316.0,-8.9, ,16.0, ,-1.1, ,30.0, , , , , , , ,AA, ,56.0, ,29.83, ,FEW030 SCT070 SCT250, ,29.8, ,11.0,554.0, , ,10.0, ,14739.0, , ,-3.5, ,26.0, ,320.0, ,9.0, 
8572,29.84,,20130316.0,-10.0, ,14.0, ,-1.1, ,30.0, , , , , , , ,AA, ,51.0, ,29.83, ,FEW030 SCT070 SCT250, ,29.81, ,11.0,654.0, , ,10.0, ,14739.0, , ,-3.8, ,25.0, ,320.0, ,13.0, 
8573,29.85,,20130316.0,-10.6, ,13.0, ,-0.6, ,31.0, , , , , , , ,AA, ,47.0, ,29.85, ,FEW030 SCT070 SCT250, ,29.82, ,11.0,754.0,20.0, ,10.0, ,14739.0, , ,-3.6, ,25.0, ,320.0, ,15.0, 
8574,29.85,,20130316.0,-11.7, ,11.0, ,0.6, ,33.0, , , , , , , ,AA, ,40.0, ,29.85, ,FEW030 SCT250, ,29.82, ,11.0,854.0, , ,10.0, ,14739.0, , ,-3.1, ,26.0, ,320.0, ,9.0, 
8575,29.84,,20130316.0,-11.7, ,11.0, ,0.6, ,33.0, , , , , , , ,AA, ,40.0, ,29.83, ,FEW030 SCT150 BKN250, ,29.81, ,11.0,954.0, , ,10.0, ,14739.0, , ,-3.1, ,26.0, ,270.0, ,8.0, 
8576,29.83,,20130316.0,-12.2, ,10.0, ,1.7, ,35.0, , , , , , , ,AA, ,35.0, ,29.83, ,FEW030 BKN150 OVC220, ,29.8, ,11.0,1054.0,17.0, ,10.0, ,14739.0, , ,-2.6, ,27.0, ,290.0, ,10.0, 
8577,29.83,,20130316.0,-13.9, ,7.0, ,1.7, ,35.0, , , , , , , ,AA, ,31.0, ,29.82, ,FEW030 SCT090 OVC200, ,29.8, ,11.0,1154.0, , ,10.0, ,14739.0, , ,-2.9, ,27.0, ,310.0, ,9.0, 
8578,29.81,,20130316.0,-13.3, ,8.0, ,2.2, ,36.0, , , , , , , ,AA, ,31.0, ,29.8, ,FEW035 BKN090 OVC230, ,29.78, ,11.0,1254.0, , ,10.0, ,14739.0, , ,-2.4, ,28.0, ,320.0, ,9.0, 
8579,29.8,,20130316.0,-15.0, ,5.0, ,2.8, ,37.0, , , , , , , ,AA, ,26.0, ,29.8, ,FEW045 SCT090 BKN120, ,29.77, ,11.0,1354.0,16.0, ,10.0, ,14739.0, , ,-2.4, ,28.0, ,320.0, ,7.0, 
8580,29.8,,20130316.0,-14.4, ,6.0, ,3.3, ,38.0, , , , , , , ,AA, ,26.0, ,29.8, ,FEW045 SCT085 BKN140, ,29.77, ,11.0,1454.0, , ,10.0, ,14739.0, , ,-1.9, ,28.0, ,VR , ,5.0, 
8581,29.78,,20130316.0,-13.9, ,7.0, ,3.9, ,39.0, , , , , , , ,AA, ,26.0, ,29.78, ,FEW100 SCT150 BKN250, ,29.75, ,11.0,1554.0, , ,10.0, ,14739.0, , ,-1.5, ,29.0, ,260.0, ,8.0, 
